13,13,13,13,4,4,4,14,14,14,14,14,14,14,14,4,4,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,13,13,13,13,4,4,4,4,14,14,14,14,14,4,4,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,13,13,13,13,13,4,4,4,4,4,4,14,14,14,4,4,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,13,13,13,13,13,13,13,13,13,4,4,4,14,14,14,4,4,4,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,13,13,13,13,13,13,13,13,13,13,4,4,14,14,14,14,4,4,4,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,13,13,13,13,13,13,13,13,13,13,4,14,14,14,14,14,14,4,4,4,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,
0,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,4,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,
0,0,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,
0,0,0,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,
0,0,0,0,13,13,13,13,13,13,13,13,13,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,13,13,13,13,13,13,13,13,13,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,7,13,13,13,13,13,6,12,12,12,12,12,12,12,12,12,12,11,13,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,12,11,13,13,13,13,13,13,13,13,5,8,8,8,8,8,8,8,9,13,13,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
13,13,13,13,13,13,13,13,13,13,13,6,12,12,12,12,12,12,12,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,13,13,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,0,7,13,13,4,0,0,0,0,0,0,0,0,0,16,21,21,21,21,21,21,21,21,21,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,19,0,7,13,13,4,0,0,0,0,0,0,0,0,0,15,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,22,7,13,13,4,0,0,0,0,0,0,0,0,0,15,14,14,14,14,14,14,14,14,14,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,20,7,13,13,4,0,0,0,0,0,0,0,0,0,17,18,18,18,18,18,18,18,18,18,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
